-13.1506, 13.5669, 15.367
-14.3613, 14.9468, 15.304
-15.2619, 15.9378, 15.209
-15.8835, 16.57, 15.126
-16.213, 16.8896, 15.071
-16.3134, 16.9674, 15.042
-16.2916, 16.9364, 15.036
-15.9567, 16.7291, 15.023
-15.0124, 16.2345, 14.976
-13.4858, 15.4494, 14.917
-11.3988, 14.4048, 14.843
-8.86434, 13.2887, 14.828
-6.21396, 12.119, 14.967
-1.15543, 9.90146, 14.596
-3.39337, 14.6949, 14.84
-4.38535, 16.9021, 14.962
-5.19886, 18.7844, 14.987
-5.81109, 20.3055, 14.944
-6.24145, 21.4567, 14.88
-6.49417, 22.2048, 14.822
-6.58727, 22.5523, 14.776
-6.58926, 22.6084, 14.748
-6.43527, 22.1637, 14.716
-6.10607, 21.0814, 14.668
-5.58845, 19.3934, 14.614
-4.86016, 17.1305, 14.546
-3.92015, 14.5161, 14.548
-2.90965, 11.7361, 14.675
-1.71369, 8.58234, 13.367
-4.76346, 13.8203, 13.804
-5.93169, 16.2347, 13.987
-6.94403, 18.2064, 14.029
-7.82189, 19.6812, 13.963
-8.55489, 20.6804, 13.862
-9.09438, 21.257, 13.783
-9.40857, 21.4868, 13.762
-9.54336, 21.517, 13.742
-9.58293, 21.4638, 13.721
-9.59528, 21.4089, 13.72
-9.59856, 21.3535, 13.733
-9.6096, 21.3209, 13.752
-9.61998, 21.2992, 13.77
-9.62064, 21.2882, 13.785
-9.63102, 21.2666, 13.796
-9.62195, 21.266, 13.804
-9.6226, 21.2549, 13.811
-9.61353, 21.2544, 13.816
-9.61353, 21.2544, 13.819
-9.61353, 21.2544, 13.822
-9.61353, 21.2544, 13.825
-9.61353, 21.2544, 13.828
-9.61353, 21.2544, 13.831
-9.61353, 21.2544, 13.835
-9.60446, 21.2539, 13.838
-9.60446, 21.2539, 13.841
-9.60511, 21.2428, 13.843
-9.59604, 21.2422, 13.846
-9.59604, 21.2422, 13.848
-9.59604, 21.2422, 13.851
-9.59604, 21.2422, 13.853
-9.59604, 21.2422, 13.855
-9.59604, 21.2422, 13.858
-9.59604, 21.2422, 13.86
-9.60511, 21.2428, 13.863
-9.60577, 21.2317, 13.864
-9.60577, 21.2317, 13.866
-9.60577, 21.2317, 13.867
-9.59669, 21.2312, 13.869
-9.59669, 21.2312, 13.87
-9.59669, 21.2312, 13.872
-9.59669, 21.2312, 13.873
-9.59669, 21.2312, 13.874
-9.59669, 21.2312, 13.875
-9.59669, 21.2312, 13.876
-9.59669, 21.2312, 13.878
-9.59669, 21.2312, 13.879
-9.59669, 21.2312, 13.881
-9.59669, 21.2312, 13.882
-9.59669, 21.2312, 13.883
-9.59669, 21.2312, 13.885
-9.59669, 21.2312, 13.886
-9.59669, 21.2312, 13.887
-9.57986, 21.2079, 13.887
-9.3059, 20.9139, 13.865
-8.55137, 20.1245, 13.809
-7.30523, 18.8725, 13.745
-5.64783, 17.1849, 13.672
-3.61076, 15.2971, 13.67
-1.50963, 13.2609, 13.819
-1.76186, 8.24542, 14.234,3.81117,4.71318
-4.93114, 13.5868, 14.682,2.09356,0.243843
-5.91372, 16.126, 14.893,2.13915,1.75208
-6.7427, 18.2001, 14.962,2.3292,2.80244
-7.54145, 19.7276, 14.914,2.75845,3.11446
-8.29047, 20.7295, 14.831,3.19935,3.22479
-8.91174, 21.2901, 14.765,3.67492,3.27628
-9.32591, 21.5156, 14.744,3.73299,3.05443
-9.54432, 21.5179, 14.744,3.55423,2.78942
-9.61054, 21.4775, 14.752,3.42681,2.69178
-9.61462, 21.411, 14.762,3.33613,2.65469
-9.61733, 21.3667, 14.769,3.29976,2.66072
-9.60055, 21.3435, 14.771,3.29409,2.67385
-9.58308, 21.3313, 14.771,3.29413,2.69205
-9.56562, 21.3191, 14.768,3.29284,2.69846
-9.54815, 21.3069, 14.767,3.28126,2.6945
-9.53976, 21.2953, 14.765,3.27128,2.68842
-9.53069, 21.2947, 14.764,3.26666,2.68622
-9.52229, 21.2831, 14.761,3.26482,2.688
-9.52229, 21.2831, 14.761,3.26667,2.69276
-9.52229, 21.2831, 14.76,3.26809,2.69738
-9.52229, 21.2831, 14.761,3.26718,2.69877
-9.51254, 21.2936, 14.762,3.2585,2.70227
-9.51254, 21.2936, 14.764,3.25284,2.71015
-9.50347, 21.293, 14.764,3.25055,2.71382
-9.50347, 21.293, 14.767,3.24706,2.71216
-9.50347, 21.293, 14.767,3.24713,2.70959
-9.50347, 21.293, 14.769,3.2475,2.7053
-9.50347, 21.293, 14.771,3.24538,2.7044
-9.50347, 21.293, 14.772,3.23909,2.70198
-9.50347, 21.293, 14.772,3.23931,2.7003
-9.50415, 21.282, 14.775,3.23854,2.69637
-9.50415, 21.282, 14.775,3.23737,2.69058
-9.50415, 21.282, 14.777,3.23471,2.68926
-9.50483, 21.2709, 14.778,3.23145,2.68648
-9.49576, 21.2703, 14.78,3.2329,2.68827
-9.49576, 21.2703, 14.78,3.23137,2.6906
-9.49576, 21.2703, 14.782,3.2295,2.69257
-9.49576, 21.2703, 14.782,3.22763,2.69409
-9.49576, 21.2703, 14.784,3.2267,2.694
-9.49576, 21.2703, 14.785,3.22479,2.6941
-9.49576, 21.2703, 14.787,3.22465,2.69439
-9.49576, 21.2703, 14.787,3.22374,2.69463
-9.49576, 21.2703, 14.789,3.22208,2.69524
-9.49576, 21.2703, 14.788,3.22173,2.69539
-9.49576, 21.2703, 14.79,3.21895,2.6964
-9.49576, 21.2703, 14.791,3.21582,2.69669
-9.49576, 21.2703, 14.792,3.21321,2.69753
-9.49576, 21.2703, 14.792,3.21431,2.69782
-9.49576, 21.2703, 14.793,3.21418,2.69739
-9.48736, 21.2587, 14.793,4.00801,3.40357
-9.25668, 21.0111, 14.772,4.50999,3.87725
-8.56258, 20.3015, 14.694,4.07025,3.64902
-7.39735, 19.1073, 14.618,3.40837,3.25004
-5.80365, 17.4755, 14.547,2.63787,2.12639
-3.81392, 15.6193, 14.53,1.12638,1.28877
-1.68651, 13.6324, 14.662,0.235178,0.688565
